question,answer
"I know i can set an alarm to ""go off"" with a SIGALRM after a specified amount of time usingalram(numberOfSeconds)what i am looking to do is to raise the SIGALRM immediately.

Any help would be greatly appreciated.
","raise(SIGALRM);
"
"If I call:

```
./program hello world
```

then:

```
argc would be 3.
argv[0] would be ""./program"".
argv[1] would be ""hello"".
argv[2] would be ""world"".
```

What's the purpose of passing ""./program"" as an argument? In fact, it's not an argument at all!
","You can make symbolic links to the same binary. Depending on what link you use, you will get different behaviour. Busybox is an example of this.
"
"given a pointer to unsigned char value,*ptr.

How to copy its whole value to new char valuechar buff;in a correct way (malloc etc), without looping for each character? Any way to retreive the memory amount currently allocated for the pointer value?
","If you really have a single character:

```
char buff = (char)*ptr;
```

If you have a string which i assume as you are talking about looping over characters:

```
char *buff = strdup(ptr);
```
"
"```
int main()
{
        char *temp = ""Paras"";

        int i;
        i=0;

        temp[3]='F';

        for (i =0 ; i < 5 ; i++ )
                printf(""%c\n"", temp[i]);

        return 0;
}
```

Whytemp[3]='F';will cause segmentation fault sincetempis notconst?
","You are not allowed to modify string literals.
"
"What would be the fastest/shortest way to create a string of repeating characters.

For instance,n = 10, char = '*', resulting allocated string: **********
","Usememset.

```
int n = 10;
char c = '*';

char* buf = malloc(n+1);
memset(buf, c, n);
buf[n] = '\0';

free(buf);
```
"
"I'm trying to get theCPU serialormotherboard serialusingCorPythonfor licensing purposes. Is it possible?

I'm usingLinux.
","Under Linux, you could use ""lshw -quiet -xml"" and parse its output. You'll find plenty of system information here: cpuid, motherboard id and much more.
"
"This question already has answers here:Copying a part of a string (substring) in C(13 answers)Closed9 years ago.

For example, I have this

```
char *buff = ""this is a test string"";
```

and want to get""test"". How can I do that?
","```
char subbuff[5];
memcpy( subbuff, &buff[10], 4 );
subbuff[4] = '\0';
```

Job done :)
"
"```
zend_parse_parameters(ZEND_NUM_ARGS() TSRMLS_CC, ""ss"", &r1, &n, &r2, &m)
```

What's""ss""for here?
","The type specifier in your case is""ss"". The specifiersis for a string. Since you are requestingtwostring parameters you need to supply twosasss:

```
zend_parse_parameters(ZEND_NUM_ARGS() TSRMLS_CC, ""ss"", &field1 &field1_length, 
                                                       &field2, &field2_length)
```
"
"Is there any way to change anintfile descriptor to aFILEstruct pointer or/and changeFILE*to a file descriptor in C?
","The functionfdopen()returns a new (FILE *) associated with an open file descriptor.

The functionfileno()returns the file descriptor associated with an open FILE *.
"
"I am using MSVS 2008.  I am writing an application in c, and would like to know whats the best way to determine hard disk information such as space available and total capacity.

Thanks
","The Win32 API reference is where you should be looking.

The call for free space isGetDiskFreeSpaceEx()
"
"Since a function in C returns only one value, all the time, how canfork(), which is also a function, return two values?
","The fork function returns 0 to the child process that was created and returns the childs ID to the parent process.

The two seperate processes are each returned a single value.

So think of it more as one return being called on eachthreadprocess.
"
"I am seeking for a C library that does approximate string matching.  Calculating Levenshtein distance for example.  My query strings will be ~512 bytes.  I know aboutFlamingobut it is C++.
","Not a library but simple function you findhere

A GPL Version
"
"```
$ getconf BUFSIZ
getconf: Unrecognized variable 'BUFSIZ'
```

Is there a standard way to determine the value of BUFSIZ from a shell?  It's easy enough to write a simple C program to output the value, but I don't quite understand why getconf doesn't do it.
","Because BUFSIZ is a somewhat-arbitary configuration parameter for the stdio library, and not a system configuration parameter
"
"I'm trying to get theCPU serialormotherboard serialusingCorPythonfor licensing purposes. Is it possible?

I'm usingLinux.
","Under Linux, you could use ""lshw -quiet -xml"" and parse its output. You'll find plenty of system information here: cpuid, motherboard id and much more.
"
"This question already has answers here:Copying a part of a string (substring) in C(13 answers)Closed9 years ago.

For example, I have this

```
char *buff = ""this is a test string"";
```

and want to get""test"". How can I do that?
","```
char subbuff[5];
memcpy( subbuff, &buff[10], 4 );
subbuff[4] = '\0';
```

Job done :)
"
"```
zend_parse_parameters(ZEND_NUM_ARGS() TSRMLS_CC, ""ss"", &r1, &n, &r2, &m)
```

What's""ss""for here?
","The type specifier in your case is""ss"". The specifiersis for a string. Since you are requestingtwostring parameters you need to supply twosasss:

```
zend_parse_parameters(ZEND_NUM_ARGS() TSRMLS_CC, ""ss"", &field1 &field1_length, 
                                                       &field2, &field2_length)
```
"
"Is there any way to change anintfile descriptor to aFILEstruct pointer or/and changeFILE*to a file descriptor in C?
","The functionfdopen()returns a new (FILE *) associated with an open file descriptor.

The functionfileno()returns the file descriptor associated with an open FILE *.
"
"I am using MSVS 2008.  I am writing an application in c, and would like to know whats the best way to determine hard disk information such as space available and total capacity.

Thanks
","The Win32 API reference is where you should be looking.

The call for free space isGetDiskFreeSpaceEx()
"
"Since a function in C returns only one value, all the time, how canfork(), which is also a function, return two values?
","The fork function returns 0 to the child process that was created and returns the childs ID to the parent process.

The two seperate processes are each returned a single value.

So think of it more as one return being called on eachthreadprocess.
"
"Why can you kind of cheat compiler this way:

```
const int a = 5;
*((int*)&a)=5;   // VC/armcc does not complain
```

when above is ""abridged"" equivalent of this:

```
const int *ptr2const = &a;
int *ptr = ptr2const;      // as expected error is raised here
*ptr = 5;
```
","Casting is your way of telling the compiler ""I know what I'm doing"", so it doesn't complain.  Unfortunately, in this instance, you will invoke undefined behaviour.
"
